id,user_id,username,name,tweet,replies_count,retweets_count,likes_count,hashtags
1.5154E+18,1.40578E+18,_drjunkfood,DrJunkfood,Egy floridai fickó 292 alkalommal nézte meg moziban a #SpiderManNoWayHome-ot amivel rekordot állított fel. Lényegében egy hónapig megállás nélkül moziban ült és ezt a filmet nézte. 🤯  #FilmTwitter #Mozi  https://t.co/Z9pob9ScSB,0,0,1,"['spidermannowayhome', 'filmtwitter', 'mozi']"
1.5154E+18,3066016017,agenteparker,Agente Moon Knight 🌙,Un fan de Spider-Man en USA se vio #SpiderManNoWayHome 292 veces. Creo que para las 300 veces puede recitar todo el guión y hasta actuarlo.,0,0,0,['spidermannowayhome']
1.51539E+18,125005968,mikegreen83,Michael Green,"My 2 year old daughter loves #SpiderManNoWayHome so much, she watches it in the car and even quotes along with it. #wholesome  https://t.co/t3TIH1jxAv",0,0,0,"['spidermannowayhome', 'wholesome']"
1.51539E+18,2751216943,pastaitalian94,Robert,#Funko #OriginalFunko #Spiderman #SpiderManNoWayHome #PeterParker #TomHolland #AndrewGarfield #Venom   https://t.co/yFgECHMM9j,0,0,0,"['funko', 'originalfunko', 'spiderman', 'spidermannowayhome', 'peterparker', 'tomholland', 'andrewgarfield', 'venom']"
1.51539E+18,2713983299,robert72894,Robert,#Funko #OriginalFunko #Spiderman #SpiderManNoWayHome #PeterParker #TomHolland #AndrewGarfield #Venom   https://t.co/gJGdkdh9FA,0,0,0,"['funko', 'originalfunko', 'spiderman', 'spidermannowayhome', 'peterparker', 'tomholland', 'andrewgarfield', 'venom']"
1.51539E+18,1.50923E+18,cultureelixir,Culture Elixir,"A man from Florida named Ramiro Alanis watched ‘SPIDER-MAN: NO WAY HOME’ 292 times, the Guinness World Record for “most cinema productions attended of the same film.  (SOURCE: https://t.co/IazhRkjkh0) #SpiderManNoWayHome",0,0,0,['spidermannowayhome']
1.51539E+18,1.39101E+18,marveldiariopt,Marvel Diário,"Ramiro Alanis, um fã da #Marvel dos Estados Unidos, viu #SpiderManNoWayHome 292 vezes, batendo assim o recorde mundial para o ""maior número de visualizações de um filme no cinema""!   (via @MCU_Direct)  https://t.co/g7Jh8vei13",0,0,9,"['marvel', 'spidermannowayhome']"
1.51539E+18,1325479273,devincolson,Devin Colson,@bswoffs @MarvelStudios @theblackwidow @shangchi @wandavision @LokiOfficial @SpiderManMovie @DrStrange @twhiddleston @SimuLiu Awesome work ! You make anything for Hawkeye and What If…?,0,0,1,[]
1.51539E+18,1.24153E+18,miggall23,Miguelitow,¿Sabíais que el dolor de espalda de Tobey Maguire en #SpiderManNoWayHome es debido a que lleva 20 años cargando con el enorme peso de tener la mejor trilogía de súper héroes de la historia?  https://t.co/JOCoEfXnUH,0,0,0,['spidermannowayhome']
1.51539E+18,7.18944E+17,omultiversomarv,O Multiverso Marvel #MultiverseofMadness,"Você acha que é um fã do Homem-Aranha?  🚨O fã da Marvel, Ramiro Alanis, assistiu #SpiderManNoWayHome ""292"" vezes, quebrando o Recorde Mundial do Guinness para a ""maior quantidade de produções cinematográficas assistidas do mesmo filme!""  Via: @MCU_Direct  https://t.co/hQupxKoJxI",0,3,5,['spidermannowayhome']
1.51539E+18,1.26876E+18,spidermannerd16,tomdaya🕸🕷,First he lost Tony second he looks aunt may thirdly he lost MJ and Ned 😭 #SpiderManNoWayHome #SpiderMan  https://t.co/mLGe1CLNCt,0,0,1,"['spidermannowayhome', 'spiderman']"
1.51539E+18,1.26876E+18,spidermannerd16,tomdaya🕸🕷,You know what hurts me the most knowing that Peter Parker literally lost everyone he loves and cares about 😭😭  #SpiderManNoWayHome #SpiderManNoWayHome  https://t.co/ABzD9T3Etk,0,0,0,"['spidermannowayhome', 'spidermannowayhome']"
1.51539E+18,787546010,berkleybearnews,Berkley Bear,Spider-Man Stars Andrew Garfield and Tobey Maguire Spotted Together at Everything Everywhere All At Once Screening  https://t.co/QNNWBppiyC #AndrewGarfield #TobeyMaguire #SpiderManNoWayHome,0,0,0,"['andrewgarfield', 'tobeymaguire', 'spidermannowayhome']"
1.51539E+18,1.39976E+18,godmansuntan,Richard Suntan Godman,@kenjenstyle @KendallJenner OutOnLowGuitarAction @SpiderManMovie #JoeStump @khloekardashian 7® 🎶 @KimKardashian @joerogan @FearFactory @GuitarWorld #WillYouMarryMeKim @archenemymetal @RichSunRocksKim @kourtneykardash #BlinKBlinKBlinK @ScottDisick #IPr,0,0,0,"['joestump', 'willyoumarrymekim', 'blinkblinkblink', 'ipreferpuremetal']"
1.51539E+18,1.39976E+18,godmansuntan,Richard Suntan Godman,@khloedashbra OutOnLowGuitarAction @SpiderManMovie #JoeStump @khloekardashian 7® 🎶 @KimKardashian @joerogan @FearFactory @GuitarWorld #WillYouMarryMeKim @archenemymetal @RichSunRocksKim @kourtneykardash #BlinKBlinKBlinK @ScottDisick #IPreferPureMetal ,0,0,0,"['joestump', 'willyoumarrymekim', 'blinkblinkblink', 'ipreferpuremetal']"
1.51539E+18,477901727,marvelmultive,Marvel Multiverse,#SpiderManNoWayHome #SpiderMan #peterparker  https://t.co/yQwxUWz7F9,1,12,85,"['spidermannowayhome', 'spiderman', 'peterparker']"
1.51539E+18,1.40895E+18,thegeekster4,The Geekster,"Marvel fan Ramiro Alanis has watched #SpiderManNoWayHome 292 times, breaking the Guinness World Record for the ""most cinema productions attended of the same film!""  https://t.co/FhYnDZa8uj",0,0,1,['spidermannowayhome']
1.51539E+18,8.46923E+17,mcu_direct,MCU - The Direct,"Marvel fan Ramiro Alanis has watched #SpiderManNoWayHome 292 times, breaking the Guinness World Record for the ""most cinema productions attended of the same film!"" Full details about the record and its technicalities:  https://t.co/x2knpFeIBb  https://t.co/15T6G1nymC",139,316,4825,['spidermannowayhome']
1.51539E+18,6.9603E+17,ryanotoolemr,Ryan O’Toole,Finally it arrived!! #SpiderManNoWayHome  https://t.co/sxHeN2PYny,2,1,20,['spidermannowayhome']
